Course,Chapter,Topic,Course_hour,Chap_hour
CS109, Statistical Graphs Lecture, Design Principle,128,7
CS109, Statistical Graphs Lecture, Graph Types,128,7
CS109, Statistical Graphs Lecture, Comparisons,128,7
CS109, Statistical Graphs Lecture, Trends Over Time,128,7
CS109, Statistical Graphs Lecture, Correlations,128,7
CS109, Statistical Graphs Lecture, Distributions,128,7
CS109, Statistical Graphs Lecture, Color,128,7
CS109, Data Munging Lecture, Scraping Web Data,128,3
CS109, Data Munging Lecture, Etiquette of Scraping,128,3
CS109, Data Munging Lecture, Scraping Demonstration,128,3
CS109, Lab 2, Basic Expressions & Web Scraping,128,14
CS109, Statistical Models Lecture, Probability,128,1
CS109, Statistical Graphs Lecture, Parametric vs Non-Parametric,128,7
CS109, Statistical Graphs Lecture, Length Biasing,128,7
CS109, Statistical Graphs Lecture, Exponential Distribution,128,7
CS109, Statistical Graphs Lecture, Binomial Distribution,128,7
CS109, Statistical Graphs Lecture, Bootstrap,128,7
CS109, Bias Sampling Lecture, Some Forms of Bias,128,11
CS109, Bias Sampling Lecture, Sampling Schemes,128,11
CS109, Bias Sampling Lecture, Bias of an Estimator,128,11
CS109, Bias Sampling Lecture, Basu's Weighting,128,11
CS109, Bias Sampling Lecture, Fisher Weighting,128,11
CS109, Lab 3, Workshop on Pandas,128,2
CS109, Lab 3, Visualisation Python,128,2
CS109, Lab 3, Matplotlib Python,128,2
CS109, Regression Lecture, Regression to the mean,128,4
CS109, Regression Lecture, Linear Model,128,4
CS109, Regression Lecture, Gauss-Markov Theorem,128,4
CS109, Regression Lecture, Hat Matrix,128,4
CS109, Regression Lecture, Logistic Regression,128,4
CS109, High Dimensional Data Lecture, Data Types,128,5
CS109, High Dimensional Data Lecture, Graphical Methods,128,5
CS109, High Dimensional Data Lecture, Dimensionality Reduction MDS,128,5
CS109, High Dimensional Data Lecture, Dimensionality Reduction PCA,128,5
CS109, High Dimensional Data Lecture, Linear Methods,128,5
CS109, Lab 4, Sci-Kit Learn,128,2
CS109, Lab 4, Regression,128,2
CS109, Lab 4, PCA,128,2
CS109, Classification & Clustering Lecture, Classification,128,6
CS109, Classification & Clustering Lecture, Clustering,128,6
CS109, Thinking Bayesian Lecture, Bayesian Thinking,128,4
CS109, Thinking Bayesian Lecture, Cross-Validation,128,4
CS109, Thinking Bayesian Lecture, Bayesian Method,128,4
CS109, Thinking Bayesian Lecture, MCMC,128,4
CS109, Thinking Bayesian Lecture, Interval Estimation,128,4
CS109, Thinking Bayesian Lecture, Conjugate Priors,128,4
CS109, Lab 5, Bias,128,10
CS109, Lab 5, Variance,128,10
CS109, Lab 5, Cross-Validation,128,10
CS109, Simulation & Bayesian Computation Lecture, Bayesian Data Analysis,128,6
CS109, Simulation & Bayesian Computation Lecture, Bayesian Bandits,128,6
CS109, Simulation & Bayesian Computation Lecture, LASSO and Sparsity,128,6
CS109, Simulation & Bayesian Computation Lecture, Kidney Data Analysis,128,6
CS109, Simulation & Bayesian Computation Lecture, Markov Chain Example,128,6
CS109, Simulation & Bayesian Computation Lecture, MCM Cryptography,128,6
CS109, Bayesian Contd Monte Carlo Lecture, Markov Chains,128,4
CS109, Bayesian Contd Monte Carlo Lecture, Likelihood Ratios,128,4
CS109, Bayesian Contd Monte Carlo Lecture, MCMC,128,4
CS109, Bayesian Contd Monte Carlo Lecture, Hidden Makov Models,128,4
CS109, Bayesian Contd Monte Carlo Lecture, Networks,128,4
CS109, Bayesian Contd Monte Carlo Lecture, MCMC Generate Networks,128,4
CS109, Bayesian Contd Monte Carlo Lecture, Gibbs Sampler + Metropolis Hastings,128,4
CS109, Bayesian Contd Monte Carlo Lecture, Hierarchical Models,128,4
CS109, Lab 6, Bayesian Analysis,128,5
CS109, Lab 6, SciKit Learn,128,5
CS109, Practical Machine Learning Lecture, Supervised Learning - SVM,128,3
CS109, Practical Machine Learning Lecture, Supervised Learning - Decision Tree,128,3
CS109, Practical Machine Learning Lecture, Supervised Learning - Boosting,128,3
CS109, Practical Machine Learning Lecture, Supervised Learning - Random Forest,128,3
CS109, Practical Machine Learning Lecture, Unsupervised Learning - K-Means,128,3
CS109, Practical Machine Learning Lecture, Unsupervised Learning - Mean Shift,128,3
CS109, EC2 + AWS + MapReduce + MrJOB Lecture, Map Reduce,128,3
CS109, EC2 + AWS + MapReduce + MrJOB Lecture, Python Generators,128,3
CS109, EC2 + AWS + MapReduce + MrJOB Lecture, Combiner,128,3
CS109, EC2 + AWS + MapReduce + MrJOB Lecture, JSON Encoding,128,3
CS109, Trees + Networks + Databases Lecture, Trees,128,6
CS109, Trees + Networks + Databases Lecture, Networks,128,6
CS109, Trees + Networks + Databases Lecture, Radial Layouts,128,6
CS109, Trees + Networks + Databases Lecture, Matrices,128,6
CS109, Trees + Networks + Databases Lecture, Tools & Applications,128,6
CS109, Trees + Networks + Databases Lecture, Databases,128,6
CS109, Lab 7, Basic ML,128,5
CS109, Lab 7, EC2,128,5
CS109, Lab 7, MRJob,128,5
CS109, EC2 + AWS + MapReduce + MrJOB Lecture, JSON Encoding,128,3
CS109, Network Vis & Gephi Lecture, Graphs,128,5
CS109, Network Vis & Gephi Lecture, Networks,128,5
CS109, Network Vis & Gephi Lecture, Power Laws,128,5
CS109, Network Vis & Gephi Lecture, Models,128,5
CS109, Lab 8, Basic ML,128,4
CS109, Lab 8, EC2,128,4
CS109, Lab 8, MRJob,128,4
CS109, Networks II Lecture, Centrality Measures,128,7
CS109, Networks II Lecture, Community Detection,128,7
CS109, Networks II Lecture, Respondent Driven Sampling,128,7
CS109, Visual Storytelling & Messaging Lecture, Effective Communication,128,3
CS109, Networks II Lecture, Simplicity,128,7
CS109, Networks II Lecture, Visual Design,128,7
CS109, Networks II Lecture, Messaging,128,7
CS109, Networks II Lecture, Visual Storytelling,128,7
CS109, SVM & Random Forest Lecture, Hierarchical Clustering,128,4
CS109, SVM & Random Forest Lecture, SVM's,128,4
CS109, SVM & Random Forest Lecture, Neural Networks,128,4
Machine Learning, Introduction, Introduction,72,3
Machine Learning, Introduction, Octave Tutorial,72,3
Machine Learning, Linear Algebra Review, Matrices and Vectors,72,3
Machine Learning, Linear Algebra Review, Addition and Scalar Multiplication,72,3
Machine Learning, Linear Algebra Review, Vector Multiplication,72,3
Machine Learning, Linear Algebra Review, Matrix Multiplication,72,3
Machine Learning, Linear Algebra Review, Inverse and Transpose,72,3
Machine Learning, Linear Regression, Cost Function,72,3
Machine Learning, Linear Regression," Gradient Descent with One Variable
",72,3
Machine Learning, Linear Regression," Gradient Descent with Multiple Variables
",72,3
Machine Learning, Linear Regression," Features and Polynomial Regression
",72,3
Machine Learning, Linear Regression," Normal Equation
",72,3
Machine Learning, Linear Regression," Regularization
",72,3
Machine Learning, Logistic Regression," Classification
",72,3
Machine Learning, Logistic Regression," Hypothesis Representation
",72,3
Machine Learning, Logistic Regression," Decision Boundary
",72,3
Machine Learning, Logistic Regression," Cost Function
",72,3
Machine Learning, Logistic Regression," Multiclass Classification
",72,3
Machine Learning, Logistic Regression," Regularization
",72,3
Machine Learning, Neural Networks," Non linear Hypotheses
",72,4
Machine Learning, Neural Networks," Model Representation
",72,4
Machine Learning, Neural Networks," Multiclass Classification
",72,4
Machine Learning, Neural Networks," Cost Function
",72,4
Machine Learning, Neural Networks," Backpropagation
",72,4
Machine Learning, Neural Networks," Implementation
",72,4
Machine Learning, Neural Networks," Gradient Checking
",72,4
Machine Learning, Neural Networks," Random Initialisation
",72,4
Machine Learning, Support Vector Machines," Optimisation Objective
",72,5
Machine Learning, Support Vector Machines," Large Margin Intuition
",72,5
Machine Learning, Support Vector Machines," Kernels
",72,5
Machine Learning, Support Vector Machines," Using an SVM
",72,5
Machine Learning, Clustering," Unsupervised Learning
",72,3
Machine Learning, Clustering," K-means Algorithm
",72,3
Machine Learning, Clustering," Optimisation Objective
",72,3
Machine Learning, Clustering," Random Initialization
",72,3
Machine Learning, Clustering," Choosing the number of clusters
",72,3
Machine Learning, Dimensionality Reduction," Data Compression
",72,4
Machine Learning, Dimensionality Reduction," Visualisation
",72,4
Machine Learning, Dimensionality Reduction," Principal Component Analysis
",72,4
Machine Learning, Dimensionality Reduction," Choosing the number of PCs
",72,4
Machine Learning, Dimensionality Reduction," Reconstruction from Compressed Representation
",72,4
Machine Learning, Dimensionality Reduction," Advice for Applying PCA
",72,4
Machine Learning, Anomaly Detection," Motivation
",72,4
Machine Learning, Anomaly Detection," Gaussian Distribution
",72,4
Machine Learning, Anomaly Detection," Algorithms
",72,4
Machine Learning, Anomaly Detection," Developing and Evaluating an Anomaly Detection System
",72,4
Machine Learning, Anomaly Detection," Anomaly Detection vs. Supervised Learning
",72,4
Machine Learning, Anomaly Detection," What Features to Use
",72,4
Machine Learning, Anomaly Detection," Multivariate Gaussian Distribution
",72,4
Machine Learning, Recommender Systems," Content Based Recommendations
",72,3
Machine Learning, Recommender Systems," Collaborative Filtering Algorithm
",72,3
Machine Learning, Recommender Systems," Vectorization
",72,3
Machine Learning, Recommender Systems," Implementation
",72,3
Machine Learning, Advice for Applying ML," Deciding what to try
",72,2
Machine Learning, Advice for Applying ML," Evaluating a Hypothesis
",72,2
Machine Learning, Advice for Applying ML," Model Selection and Train / Validation
",72,2
Machine Learning, Advice for Applying ML," Bias vs. Variance
",72,2
Machine Learning, Advice for Applying ML," Regularisation and Bias vs. Variance
",72,2
Machine Learning, Advice for Applying ML," Learning Curves
",72,2
Machine Learning, Advice for Applying ML," What to do next ?
",72,2
Machine Learning, ML System Design," Prioritization
",72,4
Machine Learning, ML System Design," Error Analysis
",72,4
Machine Learning, ML System Design," Trade-off Precision and Recall
",72,4
Machine Learning, ML System Design," Data for ML
",72,4
Machine Learning, Large Scale Machine Learning," Learning with Large Datasets
",72,3
Machine Learning, Large Scale Machine Learning," Stochastic Gradient Descent
",72,3
Machine Learning, Large Scale Machine Learning," Mini-bathc gradient descent
",72,3
Machine Learning, Large Scale Machine Learning," Stochastic gradient descent convergence
",72,3
Machine Learning, Large Scale Machine Learning," Online Learning
",72,3
Machine Learning, Large Scale Machine Learning," Map Reduce and Parallelism 
",72,3
Machine Learning, Conclusion," Application Examples
",72,4
Machine Learning, Conclusion," Conclusions
",72,4
Stats 110, Lecture 1," sample spaces
",19,2
Stats 110, Lecture 1," naive definition of probability
",19,2
Stats 110, Lecture 1," counting
",19,2
Stats 110, Lecture 1," sampling
",19,2
Stats 110, Lecture 2," Bose-Einstein
",19,2
Stats 110, Lecture 2," story proofs
",19,2
Stats 110, Lecture 2," Vandermonde identity
",19,2
Stats 110, Lecture 2," axioms of probability 
",19,2
Stats 110, Lecture 3," birthday problem
",19,5
Stats 110, Lecture 3," properties of probability
",19,5
Stats 110, Lecture 3," inclusion-exclusion
",19,5
Stats 110, Lecture 3," matching problem
",19,5
Stats 110, Lecture 4," independence
",19,3
Stats 110, Lecture 4," Newton-Pepys
",19,3
Stats 110, Lecture 4," conditional probability
",19,3
Stats 110, Lecture 4," Bayes’ rule
",19,3
Stats 110, Lecture 5," law of total probability
",19,3
Stats 110, Lecture 5," conditional probability examples
",19,3
Stats 110, Lecture 5," conditional independence
",19,3
Stats 110, Lecture 6," Monty Hall problem
",19,4
Stats 110, Lecture 6," Simpson’s paradox
",19,4
Stats 110, Lecture 7," gambler’s ruin
",19,2
Stats 110, Lecture 7," first step analysis
",19,2
Stats 110, Lecture 7," random variables
",19,2
Stats 110, Lecture 7," Bernoulli
",19,2
Stats 110, Lecture 7," Binomial
",19,2
Stats 110, Lecture 8," random variables
",19,1
Stats 110, Lecture 8," CDFs
",19,1
Stats 110, Lecture 8," PMFs
",19,1
Stats 110, Lecture 8," Hypergeometric
",19,1
Stats 110, Lecture 9," independence
",19,5
Stats 110, Lecture 9," Geometric
",19,5
Stats 110, Lecture 9," expected values
",19,5
Stats 110, Lecture 9," indicator r.v.s
",19,5
Stats 110, Lecture 9," linearity
",19,5
Stats 110, Lecture 9," symmetry
",19,5
Stats 110, Lecture 9," fundamental bridge
",19,5
Stats 110, Lecture 10," linearity
",19,4
Stats 110, Lecture 10," Putnam problem
",19,4
Stats 110, Lecture 10," Negative Binomial
",19,4
Stats 110, Lecture 10," St. Petersburg paradox
",19,4
Stats 110, Lecture 11," sympathetic magic
",19,3
Stats 110, Lecture 11," Poisson distribution
",19,3
Stats 110, Lecture 11," Poisson approximation
",19,3
Stats 110, Lecture 12," discrete vs. continuous
",19,6
Stats 110, Lecture 12," PDFs
",19,6
Stats 110, Lecture 12," variance
",19,6
Stats 110, Lecture 12," standard deviation
",19,6
Stats 110, Lecture 12," Uniform
",19,6
Stats 110, Lecture 12," universality
",19,6
Stats 110, Lecture 13," standard Normal
",19,5
Stats 110, Lecture 13," Normal normalizing constant
",19,5
Stats 110, Lecture 14," Normal distribution
",19,8
Stats 110, Lecture 14," standardization
",19,8
Stats 110, Lecture 14," LOTUS
",19,8
Stats 110, Lecture 15," midterm review
",19,3
Stats 110, Lecture 15," extra examples
",19,3
Stats 110, Lecture 16," Exponential distribution
",19,5
Stats 110, Lecture 16," memoryless property
",19,5
Stats 110, Lecture 17," moment generating functions
",19,6
Stats 110, Lecture 17," hybrid Bayes’ rule
",19,6
Stats 110, Lecture 17," Laplace’s rule of succession
",19,6
Stats 110, Lecture 18," MGFs to get moments of Expo and Normal
",19,6
Stats 110, Lecture 18," sums of Poissons
",19,6
Stats 110, Lecture 18," joint distributions
",19,6
Stats 110, Lecture 19," joint
",19,4
Stats 110, Lecture 19," conditional and marginal distributions
",19,4
Stats 110, Lecture 19," 2-D LOTUS
",19,4
Stats 110, Lecture 19," chicken-egg
",19,4
Stats 110, Lecture 20," expected distance between Normals
",19,4
Stats 110, Lecture 20," Multinomial
",19,4
Stats 110, Lecture 20," Cauchy
",19,4
Stats 110, Lecture 21," covariance
",19,8
Stats 110, Lecture 21," correlation
",19,8
Stats 110, Lecture 21," variance of a sum
",19,8
Stats 110, Lecture 21," variance of Hypergeometric
",19,8
Stats 110, Lecture 22," transformations
",19,7
Stats 110, Lecture 22," LogNormal
",19,7
Stats 110, Lecture 22," convolutions
",19,7
Stats 110, Lecture 22," the probabilistic method
",19,7
Stats 110, Lecture 23," Beta distribution
",19,8
Stats 110, Lecture 23," Bayes’ billiards
",19,8
Stats 110, Lecture 23," finance preview and examples
",19,8
Stats 110, Lecture 24," Gamma distribution
",19,1
Stats 110, Lecture 24," Poisson processes
",19,1
Stats 110, Lecture 25," Beta-Gamma (bank-post office)
",19,2
Stats 110, Lecture 25," order statistics
",19,2
Stats 110, Lecture 25," conditional expectation
",19,2
Stats 110, Lecture 25," two envelope paradox
",19,2
Stats 110, Lecture 26," two envelope paradox (cont.)
",19,3
Stats 110, Lecture 26," conditional expectation (cont.)
",19,3
Stats 110, Lecture 26," waiting for HT vs. waiting for HH
",19,3
Stats 110, Lecture 27," conditional expectation (cont.)
",19,9
Stats 110, Lecture 27," taking out what’s known
",19,9
Stats 110, Lecture 27," Adam’s law
",19,9
Stats 110, Lecture 27," Eve’s law
",19,9
Stats 110, Lecture 28," sum of a random number of random variables
",19,6
Stats 110, Lecture 28, inequalities (Cauchy-Schwarz,19,6
Stats 110, Lecture 29," law of large numbers
",19,3
Stats 110, Lecture 29," central limit theorem
",19,3
Stats 110, Lecture 30," Chi-Square
",19,12
Stats 110, Lecture 30," Student-t
",19,12
Stats 110, Lecture 30," Multivariate Normal
",19,12
Stats 110, Lecture 31," Markov chains
",19,6
Stats 110, Lecture 31," transition matrix
",19,6
Stats 110, Lecture 31," stationary distribution
",19,6
Stats 110, Lecture 32," Markov chains (cont.)
",19,4
Stats 110, Lecture 32," irreducibility
",19,4
Stats 110, Lecture 32," reversibility
",19,4
Stats 110, Lecture 32," random walk on an undirected network
",19,4
Stats 110, Lecture 33," Markov chains (cont.)
",19,5
Stats 110, Lecture 33," Google PageRank as a Markov chain
",19,5
Stats 110, Lecture 34," a look ahead
",19,6
Statistics Udacity, Lecture 1," Introduction
",18,2
Statistics Udacity, Lecture 2," Visualizing Data
",18,2
Statistics Udacity, Lecture 3," Central Tendency
",18,5
Statistics Udacity, Lecture 4," Variability
",18,3
Statistics Udacity, Lecture 5," Standardizing
",18,3
Statistics Udacity, Lecture 6," Normal Distribution
",18,4
Statistics Udacity, Lecture 7," Sampling Distribution
",18,2
Statistics Udacity, Lecture 8," Estimation
",18,1
Statistics Udacity, Lecture 9," Hypothesis Testing
",18,5
Statistics Udacity, Lecture 10," t-Tests
",18,4
Statistics Udacity, Lecture 11," t-Tests
",18,3
Statistics Udacity, Lecture 12," One-way ANOVA
",18,6
Statistics Udacity, Lecture 13," ANOVA (cont.)
",18,5
Statistics Udacity, Lecture 14," Correlation
",18,8
Statistics Udacity, Lecture 15," Regression
",18,3
Statistics Udacity, Lecture 16," Chi-Squared tests
",18,5
Stanford Databases, Introduction," Introduction
",36,3
Stanford Databases, Relational Databases," Model
",36,3
Stanford Databases, Relational Databases," Querying
",36,3
Stanford Databases, Relational Databases," UML Language
",36,3
Stanford Databases, Relational Algebra," Select
",36,18
Stanford Databases, Relational Algebra," Project
",36,18
Stanford Databases, Relational Algebra," Join
",36,18
Stanford Databases, Relational Algebra," Set Operators
",36,18
Stanford Databases, Relational Algebra," Rename
",36,18
Stanford Databases, Relational Algebra," Notation
",36,18
Stanford Databases, XML Data," Introduction
",36,3
Stanford Databases, XML Data," DTDs
",36,3
Stanford Databases, XML Data," IDs
",36,3
Stanford Databases, XML Data," IDREFs
",36,3
Stanford Databases, XML Data," XML Schema
",36,3
Stanford Databases, XML Data," Querying
",36,3
Stanford Databases, JSON Data," Introduction
",36,6
Stanford Databases, SQL," Introduction
",36,12
Stanford Databases, SQL," Select
",36,12
Stanford Databases, SQL," Set Operators
",36,12
Stanford Databases, SQL," Where
",36,12
Stanford Databases, SQL," From
",36,12
Stanford Databases, SQL," Joins
",36,12
Stanford Databases, SQL," Aggregation
",36,12
Stanford Databases, SQL," NULL
",36,12
Stanford Databases, SQL," Data modification statements
",36,12
Stanford Databases, SQL," Indexes
",36,12
Stanford Databases, SQL," Constraints
",36,12
Stanford Databases, SQL," Triggers
",36,12
Stanford Databases, SQL," Transactions
",36,12
Stanford Databases, SQL," Isolations
",36,12
Stanford Databases, SQL," Views
",36,12
Stanford Databases, SQL," Authorisation
",36,12
Stanford Databases, SQL," Recursion
",36,12
Stanford Databases, SQL," OLAP
",36,12
Stanford Databases, NoSQL," Motivation
",36,1
NLP, The Language Modeling Problem," Markov Processes
",16,6
NLP, The Language Modeling Problem," Trigram Language Model
",16,6
NLP, The Language Modeling Problem," Perplexity
",16,6
NLP, Parameter Estimation in Language Models," Linear Interpolation
",16,4
NLP, Parameter Estimation in Language Models," Dicounting Methods
",16,4
NLP, Tagging Problems and Hidden Markov Models," Tagging Problem
",16,1
NLP, Tagging Problems and Hidden Markov Models," Generative Models for Supervised Learning
",16,1
NLP, Tagging Problems and Hidden Markov Models," Hidden Markov Model (HMM)
",16,1
NLP, Tagging Problems and Hidden Markov Models," Parameter Estimation in HMM
",16,1
NLP, Tagging Problems and Hidden Markov Models," Viterbi Algorithm
",16,1
NLP, Parsing and Context-Free Grammars," Parsing Problem
",16,5
NLP, Parsing and Context-Free Grammars," Context-Free Grammar
",16,5
NLP, Parsing and Context-Free Grammars," A Simple Grammar for English
",16,5
NLP, Probabilistic Context-Free Grammars (PCFGs)," Basics of PCFGs
",16,7
NLP, Probabilistic Context-Free Grammars (PCFGs)," CKY Parsing Algorithm
",16,7
NLP, Probabilistic Context-Free Grammars (PCFGs)," Weaknesses of PCFGs
",16,7
NLP, Lexicalized PCFGs," Lexicalization of a Treebank
",16,3
NLP, Lexicalized PCFGs," Parameter Estimation in Lexicalised PCFGs
",16,3
NLP, Lexicalized PCFGs," Evaluation of Lexicalised PCFGs
",16,3
Probabilistic Sys, Bayesian Statistical Inference I Lecture, Inference Model,113,6
Probabilistic Sys, Bayesian Statistical Inference I Lecture, Hypothesis Test,113,6
Probabilistic Sys, Bayesian Statistical Inference I Lecture, Estimation,113,6
Probabilistic Sys, Bayesian Statistical Inference I Lecture, LMS Estimation,113,6
Probabilistic Sys, Bayesian Statistical Inference II Lecture, MAP Estimate,113,6
Probabilistic Sys, Bayesian Statistical Inference II Lecture, MSE Estimate,113,6
Probabilistic Sys, Bayesian Statistical Inference II Lecture, LMS Estimate,113,6
Probabilistic Sys, Bayesian Statistical Inference II Lecture, Linear LMS Estimate,113,6
Probabilistic Sys, Classical Statistical Inference I Lecture, Inference Model,113,1
Probabilistic Sys, Classical Statistical Inference I Lecture, MLE,113,1
Probabilistic Sys, Classical Statistical Inference I Lecture, MSE,113,1
Probabilistic Sys, Classical Statistical Inference I Lecture, Confidence Intervals,113,1
Probabilistic Sys, Classical Inference II Lecture, MLE Estimate,113,15
Probabilistic Sys, Classical Inference II Lecture, Confidence Intervals,113,15
Probabilistic Sys, Classical Inference II Lecture, Linear Regression,113,15
Probabilistic Sys, Classical Inference II Lecture, Binary Hypothesis Test,113,15
Probabilistic Sys, Classical Inference III Course Overview Lecture, Binary Hypothesis Test,113,6
Probabilistic Sys, Classical Inference III Course Overview Lecture, Composite Test,113,6
